recording_id,subject_id,s3_url
sub-051_ses-3_task-picture,sub-051,s3://openneuro.org/ds006914/sub-051/ses-3/ieeg/sub-051_ses-3_task-picture
sub-052_ses-1_task-picture,sub-052,s3://openneuro.org/ds006914/sub-052/ses-1/ieeg/sub-052_ses-1_task-picture
sub-052_ses-2_task-picture,sub-052,s3://openneuro.org/ds006914/sub-052/ses-2/ieeg/sub-052_ses-2_task-picture
sub-052_ses-3_task-picture,sub-052,s3://openneuro.org/ds006914/sub-052/ses-3/ieeg/sub-052_ses-3_task-picture
sub-052_ses-4_task-picture,sub-052,s3://openneuro.org/ds006914/sub-052/ses-4/ieeg/sub-052_ses-4_task-picture
sub-053_ses-1_task-picture,sub-053,s3://openneuro.org/ds006914/sub-053/ses-1/ieeg/sub-053_ses-1_task-picture
sub-053_ses-2_task-picture,sub-053,s3://openneuro.org/ds006914/sub-053/ses-2/ieeg/sub-053_ses-2_task-picture
sub-053_ses-3_task-picture,sub-053,s3://openneuro.org/ds006914/sub-053/ses-3/ieeg/sub-053_ses-3_task-picture
sub-054_ses-1_task-picture,sub-054,s3://openneuro.org/ds006914/sub-054/ses-1/ieeg/sub-054_ses-1_task-picture
sub-054_ses-2_task-picture,sub-054,s3://openneuro.org/ds006914/sub-054/ses-2/ieeg/sub-054_ses-2_task-picture
sub-055_ses-1_task-picture,sub-055,s3://openneuro.org/ds006914/sub-055/ses-1/ieeg/sub-055_ses-1_task-picture
sub-055_ses-2_task-picture,sub-055,s3://openneuro.org/ds006914/sub-055/ses-2/ieeg/sub-055_ses-2_task-picture
sub-055_ses-3_task-picture,sub-055,s3://openneuro.org/ds006914/sub-055/ses-3/ieeg/sub-055_ses-3_task-picture
sub-056_ses-1_task-picture,sub-056,s3://openneuro.org/ds006914/sub-056/ses-1/ieeg/sub-056_ses-1_task-picture
sub-056_ses-2_task-picture,sub-056,s3://openneuro.org/ds006914/sub-056/ses-2/ieeg/sub-056_ses-2_task-picture
sub-056_ses-3_task-picture,sub-056,s3://openneuro.org/ds006914/sub-056/ses-3/ieeg/sub-056_ses-3_task-picture
sub-057_ses-1_task-picture,sub-057,s3://openneuro.org/ds006914/sub-057/ses-1/ieeg/sub-057_ses-1_task-picture
sub-057_ses-2_task-picture,sub-057,s3://openneuro.org/ds006914/sub-057/ses-2/ieeg/sub-057_ses-2_task-picture
sub-057_ses-3_task-picture,sub-057,s3://openneuro.org/ds006914/sub-057/ses-3/ieeg/sub-057_ses-3_task-picture
sub-058_ses-1_task-picture,sub-058,s3://openneuro.org/ds006914/sub-058/ses-1/ieeg/sub-058_ses-1_task-picture
sub-058_ses-2_task-picture,sub-058,s3://openneuro.org/ds006914/sub-058/ses-2/ieeg/sub-058_ses-2_task-picture
sub-058_ses-3_task-picture,sub-058,s3://openneuro.org/ds006914/sub-058/ses-3/ieeg/sub-058_ses-3_task-picture
sub-059_ses-1_task-picture,sub-059,s3://openneuro.org/ds006914/sub-059/ses-1/ieeg/sub-059_ses-1_task-picture
