recording_id,subject_id,session_id,task_id,fpath
sub-01_ses-01_task-AcousticStim_acq-L10kHz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L10kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L15kHz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L15kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L1kHz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L1kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L1kHz_run-2_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L1kHz_run-2_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L20kHz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L20kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L2kHz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L2kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L500Hz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L500Hz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L500Hz_run-2_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L500Hz_run-2_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L5kHz_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L5kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-L5kHz_run-2_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-L5kHz_run-2_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-LBaseline_run-1_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-LBaseline_run-1_desc-raw_ieeg.vhdr
sub-01_ses-01_task-AcousticStim_acq-LBaseline_run-2_desc-raw,sub-01,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-01/ieeg/sub-01_ses-01_task-AcousticStim_acq-LBaseline_run-2_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L100Hz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L100Hz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L100Hz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L100Hz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L10kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L10kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L10kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L10kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L15kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L15kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L15kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L15kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L16kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L16kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L16kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L16kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L1kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L1kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L1kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L1kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L200Hz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L200Hz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L200Hz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L200Hz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-2_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-2_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-2_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L20kHz_run-2_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L2kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L2kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L2kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L2kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-2_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-2_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-2_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L30kHz_run-2_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L400Hz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L400Hz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L400Hz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L400Hz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-2_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-2_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-2_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L40kHz_run-2_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L500Hz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L500Hz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L500Hz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L500Hz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L5kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L5kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L5kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L5kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L800Hz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L800Hz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L800Hz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L800Hz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L8kHz_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L8kHz_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-L8kHz_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-L8kHz_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-1_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-2_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-2_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-2_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-2_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-3_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-3_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-3_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-3_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-4_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-4_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-4_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LBaseline_run-4_desc-raw_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LWhiteNoise_run-1_desc-filtered,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LWhiteNoise_run-1_desc-filtered_ieeg.vhdr
sub-01_ses-02_task-AcousticStim_acq-LWhiteNoise_run-1_desc-raw,sub-01,ses-02,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-01/ses-02/ieeg/sub-01_ses-02_task-AcousticStim_acq-LWhiteNoise_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L10kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L10kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L10kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L10kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L15kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L15kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L15kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L15kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L1kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L1kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L1kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L1kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L20kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L20kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L20kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L20kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-2_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-2_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-2_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L2kHz_run-2_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L500Hz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L500Hz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L500Hz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L500Hz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-2_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-2_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-2_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-L5kHz_run-2_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-2_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-2_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-2_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-2_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-3_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-3_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-3_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-LBaseline_run-3_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R10kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R10kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R10kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R10kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R15kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R15kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R15kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R15kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R1kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R1kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R1kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R1kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R20kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R20kHz_run-1_desc-filtered_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R20kHz_run-1_desc-raw,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R20kHz_run-1_desc-raw_ieeg.vhdr
sub-02_ses-01_task-AcousticStim_acq-R2kHz_run-1_desc-filtered,sub-02,ses-01,AcousticStim,/network/projects/neuro-galaxy/data/raw/neurosoft_minipigs_2026/sub-02/ses-01/ieeg/sub-02_ses-01_task-AcousticStim_acq-R2kHz_run-1_desc-filtered_ieeg.vhdr
