recording_id,subject_id,s3_url
sub-NDARAM704GKZ_task-surroundSupp_run-2,sub-NDARAM704GKZ,s3://openneuro.org/ds005505/sub-NDARAM704GKZ/eeg/sub-NDARAM704GKZ_task-surroundSupp_run-2
sub-NDARAM704GKZ_task-symbolSearch,sub-NDARAM704GKZ,s3://openneuro.org/ds005505/sub-NDARAM704GKZ/eeg/sub-NDARAM704GKZ_task-symbolSearch
sub-NDARAN385MDH_task-DespicableMe,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-DespicableMe
sub-NDARAN385MDH_task-DiaryOfAWimpyKid,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-DiaryOfAWimpyKid
sub-NDARAN385MDH_task-FunwithFractals,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-FunwithFractals
sub-NDARAN385MDH_task-RestingState,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-RestingState
sub-NDARAN385MDH_task-ThePresent,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-ThePresent
sub-NDARAN385MDH_task-contrastChangeDetection_run-1,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-contrastChangeDetection_run-1
sub-NDARAN385MDH_task-contrastChangeDetection_run-2,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-contrastChangeDetection_run-2
sub-NDARAN385MDH_task-contrastChangeDetection_run-3,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-contrastChangeDetection_run-3
sub-NDARAN385MDH_task-seqLearning8target,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-seqLearning8target
sub-NDARAN385MDH_task-surroundSupp_run-1,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-surroundSupp_run-1
sub-NDARAN385MDH_task-surroundSupp_run-2,sub-NDARAN385MDH,s3://openneuro.org/ds005505/sub-NDARAN385MDH/eeg/sub-NDARAN385MDH_task-surroundSupp_run-2
sub-NDARAP359UM6_task-DespicableMe,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-DespicableMe
sub-NDARAP359UM6_task-DiaryOfAWimpyKid,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-DiaryOfAWimpyKid
sub-NDARAP359UM6_task-FunwithFractals,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-FunwithFractals
sub-NDARAP359UM6_task-RestingState,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-RestingState
sub-NDARAP359UM6_task-ThePresent,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-ThePresent
sub-NDARAP359UM6_task-contrastChangeDetection_run-1,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-contrastChangeDetection_run-1
sub-NDARAP359UM6_task-contrastChangeDetection_run-2,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-contrastChangeDetection_run-2
sub-NDARAP359UM6_task-contrastChangeDetection_run-3,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-contrastChangeDetection_run-3
sub-NDARAP359UM6_task-seqLearning8target,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-seqLearning8target
sub-NDARAP359UM6_task-surroundSupp_run-1,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-surroundSupp_run-1
sub-NDARAP359UM6_task-surroundSupp_run-2,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-surroundSupp_run-2
sub-NDARAP359UM6_task-symbolSearch,sub-NDARAP359UM6,s3://openneuro.org/ds005505/sub-NDARAP359UM6/eeg/sub-NDARAP359UM6_task-symbolSearch
sub-NDARAW320CGR_task-DespicableMe,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-DespicableMe
sub-NDARAW320CGR_task-DiaryOfAWimpyKid,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-DiaryOfAWimpyKid
sub-NDARAW320CGR_task-FunwithFractals,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-FunwithFractals
sub-NDARAW320CGR_task-RestingState,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-RestingState
sub-NDARAW320CGR_task-ThePresent,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-ThePresent
sub-NDARAW320CGR_task-seqLearning6target,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-seqLearning6target
sub-NDARAW320CGR_task-surroundSupp_run-1,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-surroundSupp_run-1
sub-NDARAW320CGR_task-symbolSearch,sub-NDARAW320CGR,s3://openneuro.org/ds005505/sub-NDARAW320CGR/eeg/sub-NDARAW320CGR_task-symbolSearch
sub-NDARBD879MBX_task-DespicableMe,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-DespicableMe
sub-NDARBD879MBX_task-DiaryOfAWimpyKid,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-DiaryOfAWimpyKid
sub-NDARBD879MBX_task-FunwithFractals,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-FunwithFractals
sub-NDARBD879MBX_task-RestingState,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-RestingState
sub-NDARBD879MBX_task-ThePresent,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-ThePresent
sub-NDARBD879MBX_task-contrastChangeDetection_run-1,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-contrastChangeDetection_run-1
sub-NDARBD879MBX_task-contrastChangeDetection_run-2,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-contrastChangeDetection_run-2
sub-NDARBD879MBX_task-contrastChangeDetection_run-3,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-contrastChangeDetection_run-3
sub-NDARBD879MBX_task-seqLearning8target,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-seqLearning8target
sub-NDARBD879MBX_task-surroundSupp_run-1,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-surroundSupp_run-1
sub-NDARBD879MBX_task-surroundSupp_run-2,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-surroundSupp_run-2
sub-NDARBD879MBX_task-symbolSearch,sub-NDARBD879MBX,s3://openneuro.org/ds005505/sub-NDARBD879MBX/eeg/sub-NDARBD879MBX_task-symbolSearch
sub-NDARBH024NH2_task-DespicableMe,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-DespicableMe
sub-NDARBH024NH2_task-DiaryOfAWimpyKid,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-DiaryOfAWimpyKid
sub-NDARBH024NH2_task-FunwithFractals,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-FunwithFractals
sub-NDARBH024NH2_task-RestingState,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-RestingState
sub-NDARBH024NH2_task-ThePresent,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-ThePresent
sub-NDARBH024NH2_task-contrastChangeDetection_run-1,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-contrastChangeDetection_run-1
sub-NDARBH024NH2_task-contrastChangeDetection_run-2,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-contrastChangeDetection_run-2
sub-NDARBH024NH2_task-contrastChangeDetection_run-3,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-contrastChangeDetection_run-3
sub-NDARBH024NH2_task-seqLearning6target,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-seqLearning6target
sub-NDARBH024NH2_task-surroundSupp_run-1,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-surroundSupp_run-1
sub-NDARBH024NH2_task-surroundSupp_run-2,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-surroundSupp_run-2
sub-NDARBH024NH2_task-symbolSearch,sub-NDARBH024NH2,s3://openneuro.org/ds005505/sub-NDARBH024NH2/eeg/sub-NDARBH024NH2_task-symbolSearch
sub-NDARBK082PDD_task-DespicableMe,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-DespicableMe
sub-NDARBK082PDD_task-DiaryOfAWimpyKid,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-DiaryOfAWimpyKid
sub-NDARBK082PDD_task-FunwithFractals,sub-NDARBK082PDD,s3://openneuro.org/ds005505/sub-NDARBK082PDD/eeg/sub-NDARBK082PDD_task-FunwithFractals
